OBJECTID,CNN,CNNTEXT,ST_NAME1,ST_TYPE1,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,point
2166,33673000,33673000,BAY SHORE,BLVD,MARENGO,ST, , , , ,5662,0,0,0,4,298436,1275,0,0,POINT (-122.4069157431717 37.738455725335555)
646,23037000,23037000,JUAN BAUTIST,CIR,DIAZ,AVE, , , , ,1028,1,0,0,7,728306,1804,0,0,POINT (-122.47717379095666 37.718014352408325)
894,21688000,21688000,LISBON,ST,AVALON,AVE, , , , ,602,0,0,0,14,159317,1519,0,0,POINT (-122.43007950787515 37.72666325974052)
70,33358000,33358000,UNNAMED 070,0,BRUNSWICK,ST, , , , ,426,0,0,0,5,96427,1407,0,0,POINT (-122.4395886766632 37.7116151739806)
5597,27887000,27887000,39TH,AVE,BALBOA,ST, , , , ,674,0,0,0,13,1064080,1922,1,1.88,POINT (-122.49945481050077 37.775617867658)
7661,20954000,20954000,UNIVERSITY,ST,FELTON,ST, , , , ,1129,0,0,0,21,251085,1029,0,0,POINT (-122.41446025231109 37.72745692809205)
5158,32854000,32854000,HAGIWARA TEA,DR,CONCOURSE,DR, , , , ,421,0,0,1,30,336344,8,0,0,POINT (-122.4692932903243 37.77017245886112)
6690,24741000,24741000,GRANT,AVE,BUSH,ST, , , , ,35781,0,1,1,8,9911875,3264,2,0.40000001,POINT (-122.4055737455642 37.79056523748131)
2202,22847000,22847000,ULLOA,ST,KENSINGTON,WAY, , , , ,395,0,0,0,20,114211,777,0,0,POINT (-122.45983994876474 37.7410611244589)
4159,23835000,23835000,ZOE,ST,FREELON,ST, , , , ,1362,0,0,0,4,2244547,1947,0,0,POINT (-122.39583533246785 37.779720604761515)
3025,23484000,23484000,42ND,AVE,PACHECO,ST, , , , ,847,0,0,0,25,278450,1062,0,0,POINT (-122.50085746611906 37.74942491546665)
5649,25834000,25834000,ALBION,ST,15TH,ST, , , , ,1094,0,0,0,9,502434,2420,0,0,POINT (-122.42328145601914 37.766464792166026)
1325,51617000,51617000,SPEAR,AVE,C,ST, , , , ,630,0,0,0,3,332027,0,0,0,POINT (-122.36287092517442 37.726572270815524)
1668,21009000,21009000,BARNEVELD,AVE,SWEENY,ST, , , , ,580,0,0,0,33,303563,991,0,0,POINT (-122.40728352200092 37.73315926681489)
5721,26127000,26127000,CORBETT,AVE,COPPER,ALY, , , , ,973,0,0,0,12,11301,2044,0,0,POINT (-122.44351311501063 37.757015898989444)
6717,23580000,23580000,EL DORADO,ST,ILLINOIS,ST, , , , ,1090,1,0,0,5,703216,46,0,0,POINT (-122.38829269854877 37.768251080088454)
1039,22665000,22665000,PICO,AVE,ASHTON,AVE, , , , ,890,1,0,0,6,589821,1138,0,0,POINT (-122.46227636434641 37.724270606356484)
2825,33363000,33363000,26TH,ST,SAN JOSE,AVE, , , , ,460,0,0,0,25,1694687,2771,0,0,POINT (-122.42128446070248 37.74885044230728)
5087,30742000,30742000,07TH,ST,MARKET,ST,CHARLES J BR,PL, , ,1754,0,1,0,9,13013425,6609,8,1.23000002,POINT (-122.41251225553047 37.780478511972206)
2633,21954000,21954000,LAIDLEY,ST,HARRY,ST,NOE,ST, , ,733,0,0,0,9,22382,1649,0,0,POINT (-122.43074128186348 37.740423598243844)
4729,26041000,26041000,HAYES,ST,STEINER,ST, , , , ,577,0,0,0,10,340318,4112,0,0,POINT (-122.43282972783106 37.77562608895115)
3877,26700000,26700000,CHESTNUT,ST,FRANKLIN,ST, , , , ,2868,0,1,0,14,2009899,4302,0,0,POINT (-122.42637734438924 37.802071871604696)
4353,25738000,25738000,NOE,ST,24TH,ST, , , , ,4174,0,0,0,11,1183062,2399,0,0,POINT (-122.43187668451746 37.75143715955187)
1589,20136000,20136000,PALOU,AVE,INGALLS,ST, , , , ,425,0,0,0,16,124385,1216,0,0,POINT (-122.38343118327468 37.72973755266148)
1504,20530000,20530000,FLORA,ST,BAY VIEW,ST, , , , ,1107,0,0,0,4,170413,1400,1,11.73999977,POINT (-122.39412709395155 37.732743243660245)
4366,25946000,25946000,MCALLISTER,ST,LAGUNA,ST, , , , ,1456,0,0,1,9,585470,2741,2,6.82999992,POINT (-122.42682855645022 37.77925797119912)
2455,21335000,21335000,FAIR,AVE,PETERS,AVE, , , , ,1046,0,0,0,10,497733,2286,0,0,POINT (-122.41929426519727 37.74535638315648)
811,22102000,22102000,SAN JOSE,AVE,OCEAN,AVE, , , , ,385,1,1,0,6,1536206,511,2,2.5999999,POINT (-122.4447466251592 37.72296657176157)
5156,25998000,25998000,CARMELITA,ST,WALLER,ST, , , , ,349,0,0,1,11,461924,3703,0,0,POINT (-122.43440451263199 37.770646049053965)
6393,27961000,27961000,IRVING,ST,LA PLAYA,0, , , , ,8052,0,0,0,2,434285,1444,0,0,POINT (-122.50926907972493 37.76214292163933)
7158,51293000,51293000,SHERIDAN,AVE,UNNAMED 001,0,UNNAMED 015,0, , ,9741,0,0,0,13,108453,19,0,0,POINT (-122.46522943000924 37.79819124182706)
5459,25330000,25330000,COLUMBUS,AVE,GRANT,AVE, , , , ,1333,0,0,1,24,2234488,5436,0,0,POINT (-122.40708292587334 37.79815205695173)
5198,22010000,22010000,ZIRCON,PL,29TH,ST, , , , ,400,0,0,0,12,61877,1581,0,0,POINT (-122.43462166182272 37.7432175845808)
1882,22353000,22353000,FOERSTER,ST,MELROSE,AVE, , , , ,395,0,0,0,15,34269,1426,1,58.36000061,POINT (-122.44887810549089 37.733809826192946)
5634,23782000,23782000,16TH,ST,04TH,ST, , , , ,5914,1,0,0,2,656283,117,0,0,POINT (-122.39079716938411 37.76680244207356)
1340,33139000,33139000,ARELIOUS WAL,DR,PALOU,AVE, , , , ,222,0,0,0,12,391034,775,0,0,POINT (-122.3778329072032 37.72655990389496)
1721,21054000,21054000,OGDEN,AVE,FOLSOM,ST, , , , ,388,0,0,0,12,145146,1612,0,0,POINT (-122.41358399322323 37.735893195871455)
2097,21077000,21077000,TOMPKINS,AVE,ELLSWORTH,ST, , , , ,685,0,0,0,11,209040,2049,0,0,POINT (-122.41472261578052 37.7371406270655)
7762,26861000,26861000,JACKSON,ST,BRODERICK,ST, , , , ,1101,0,0,0,2,110094,2542,0,0,POINT (-122.44282675781415 37.79141804848741)
5681,25411000,25411000,POWELL,ST,VALLEJO,ST, , , , ,2358,0,1,0,17,870045,2322,0,0,POINT (-122.4104561583225 37.7983727035609)
3948,24447000,24447000,OAK,ST,FRANKLIN,ST, , , , ,23753,0,1,1,2,7757555,2221,0,0,POINT (-122.42095992095597 37.77523233512841)
1414,23084000,23084000,21ST,AVE,EUCALYPTUS,DR, , , , ,775,0,0,1,8,304794,394,0,0,POINT (-122.47683936725313 37.731113572476296)
6033,26464000,26464000,TURK,BLVD,ROSELYN,TER, , , , ,3945,1,0,1,8,483087,1390,0,0,POINT (-122.44976707954034 37.77827700858062)
5577,28008000,28008000,LA PLAYA,0,BALBOA,ST, , , , ,7287,0,0,0,7,44064,1234,0,0,POINT (-122.51016880782734 37.77512752565967)
5852,26850000,26850000,CLAY,ST,PRESIDIO,AVE, , , , ,1626,0,1,0,13,279718,2386,0,0,POINT (-122.44714800858908 37.78907138772141)
630,21722000,21722000,FRANCE,AVE,MADRID,ST, , , , ,827,0,0,0,9,161754,1648,0,0,POINT (-122.4351566144746 37.71850779701271)
3887,26194000,26194000,DEMING,ST,CLAYTON,ST, , , , ,1597,0,0,0,7,149907,1778,0,0,POINT (-122.44634347429412 37.76041069831723)
4507,32977000,32977000,MARKET,ST,PORTOLA,DR, , , , ,1223,0,0,0,2,243141,2184,0,0,POINT (-122.4433472633844 37.75008260921654)
5870,28033000,28033000,27TH,AVE,SEACLIFF,AVE, , , , ,8651,0,0,0,5,219953,812,0,0,POINT (-122.4880591865937 37.78868241790385)
6592,23860000,23860000,DE HARO,ST,BERRY,ST, , , , ,1840,0,0,0,7,432499,343,0,0,POINT (-122.40199272683522 37.76902947087145)
8110,26253000,26253000,CLARENDON,AVE,OAK PARK,DR, , , , ,2635,0,0,0,7,178338,693,0,0,POINT (-122.45505238872983 37.75511628924695)
2615,22427000,22427000,AGUA,WAY,LA BICA,WAY, , , , ,700,0,0,0,2,137004,756,0,0,POINT (-122.4530821244644 37.742081725373076)
4258,21669000,21669000,TRUMBULL,ST,CONGDON,ST, , , , ,693,0,0,0,21,201536,1325,0,0,POINT (-122.42614365562248 37.73088141369028)
4811,23754000,23754000,DE HARO,ST,16TH,ST, , , , ,5663,0,1,0,2,1206963,168,3,4.96999979,POINT (-122.40172051544751 37.76613252043636)
1027,22586000,22586000,GRANADA,AVE,OCEAN,AVE, , , , ,316,1,0,0,17,2298906,1117,0,0,POINT (-122.45716900101515 37.724101683892044)
7842,26547000,26547000,BROADWAY,0,VAN NESS,AVE, , , , ,3351,0,1,0,20,6049887,4807,1,0.33000001,POINT (-122.42341305550559 37.79573710966956)
1472,52273000,52273000,I-280 N ON,RAMP,ALEMANY,BLVD,I-280 N OFF,RAMP, , ,2737,0,0,0,6,922640,1280,0,0,POINT (-122.41980750072649 37.73168573325874)
5055,25567000,25567000,CHESTNUT,ST,LARKIN,ST, , , , ,3101,0,0,0,6,195859,3960,0,0,POINT (-122.42148036525428 37.80269492434821)
366,22169000,22169000,OTTAWA,AVE,OTEGA,AVE, , , , ,270,0,0,0,5,92423,1186,0,0,POINT (-122.44795968226944 37.717000408452606)
4479,54011000,54011000,QUICKSTEP,LN,ELLIS,ST, , , , ,886,0,0,0,0,339399,3317,0,0,POINT (-122.4279427846091 37.78294001693296)
2747,21900000,21900000,27TH,ST,DOLORES,ST, , , , ,305,0,0,1,11,260193,2655,0,0,POINT (-122.42468979474053 37.747033403397545)
1372,22253000,22253000,HAZELWOOD,AVE,MONTECITO,AVE, , , , ,257,1,0,0,20,359027,1028,0,0,POINT (-122.45428542126209 37.730477459749196)
7487,26063000,26063000,MCALLISTER,ST,PIERCE,ST, , , , ,556,0,1,0,14,371995,4108,0,0,POINT (-122.43505239061666 37.778212772106386)
139,54121000,54121000,SCHWERIN,ST,HERITAGE,LN, , , , ,425,0,0,0,0,298272,914,0,0,POINT (-122.41176739715046 37.709662478314435)
6952,33484000,33484000,TAPIA,DR,HOLLOWAY,AVE,FONT,BLVD, , ,1673,1,0,0,10,2317011,1688,0,0,POINT (-122.48105803189888 37.72070272775181)
5820,27575000,27575000,PRESIDIO,TER,WASHINGTON,ST,ARGUELLO,BLVD, , ,644,0,0,0,6,159364,1495,0,0,POINT (-122.45938761542912 37.7884052177404)
2892,22961000,22961000,MONTALVO,AVE,DORANTES,AVE, , , , ,420,0,0,0,3,138227,798,0,0,POINT (-122.46460808925218 37.745098021792685)
1826,52017000,52017000,SAUL,ST,HUNTER,ST, , , , ,1178,0,0,0,6,323793,823,0,0,POINT (-122.40826565394347 37.73530343789687)
1193,33384000,33384000,GORHAM,ST,CAYUGA,AVE, , , , ,357,0,0,0,15,167271,1320,0,0,POINT (-122.4342187849584 37.73022727904486)
1171,21667000,21667000,CONGDON,ST,NEY,ST, , , , ,672,0,0,0,30,202063,1328,0,0,POINT (-122.42608431049105 37.730135627387206)
2298,21214000,21214000,EUGENIA,AVE,MOULTRIE,ST, , , , ,1668,0,0,1,3,138594,1845,0,0,POINT (-122.41578789116588 37.74040687869938)
2309,21949000,21949000,EVERSON,ST,BEACON,ST, , , , ,1232,0,0,0,5,110486,1645,0,0,POINT (-122.43078518167495 37.73845690194952)
7282,20476000,20476000,SALINAS,AVE,CARR,ST, , , , ,609,0,0,0,16,243478,788,0,0,POINT (-122.39727098169791 37.720929618814054)
6404,25929000,25929000,OCTAVIA,ST,IVY,ST, , , , ,1268,0,0,0,8,1934694,3089,0,0,POINT (-122.42471756308659 37.7771396615807)
3057,23400000,23400000,PACHECO,ST,31ST,AVE, , , , ,197,0,0,0,5,197819,1240,0,0,POINT (-122.48906640820151 37.749942785767885)
4265,33511000,33511000,HUNTINGTON,DR,COUNTRY CLUB,DR, , , , ,423,0,0,0,9,334547,516,0,0,POINT (-122.49507003265434 37.73078752470168)
6283,26665000,26665000,FILBERT,ST,WEBSTER,ST, , , , ,553,0,0,1,1,1450553,3120,0,0,POINT (-122.43403569899169 37.79823007026529)
3349,27925000,27925000,ORTEGA,ST,48TH,AVE, , , , ,1165,0,0,0,40,469329,1371,0,0,POINT (-122.50741622866252 37.75100328482851)
436,53010000,53010000,KEITH,ST,03RD,ST, , , , ,942,0,0,0,0,14259,1266,0,0,POINT (-122.39869501416804 37.719032406264226)
762,22732000,22732000,ALVISO,ST,HOLLOWAY,AVE, , , , ,1249,0,0,0,10,329974,964,0,0,POINT (-122.46973969132586 37.72164437626943)
4169,27775000,27775000,43RD,AVE,MORAGA,ST, , , , ,356,0,0,0,7,363124,1480,0,0,POINT (-122.50231814605448 37.75495312946348)
7708,21945000,21945000,SURREY,ST,THOR,AVE, , , , ,1015,0,0,0,6,54789,1393,0,0,POINT (-122.43498485465729 37.7356821917898)
6297,26544000,26544000,FRANKLIN,ST,JACKSON,ST, , , , ,4312,0,0,0,12,1301054,4956,0,0,POINT (-122.42469414384296 37.79372602221154)
2344,21991000,21991000,DIAMOND HEIG,BLVD,BERKELEY,WAY, , , , ,464,0,0,0,13,217140,1257,0,0,POINT (-122.43668035257465 37.738752326883734)
102,33433000,33433000,RAMSELL,ST,ALEMANY,BLVD, , , , ,404,0,0,0,27,223871,878,0,0,POINT (-122.46616467590098 37.71165454744893)
2339,21213000,21213000,CORTLAND,AVE,ANDOVER,ST, , , , ,1380,0,0,1,4,734378,1956,0,0,POINT (-122.41651960083321 37.73906169864814)
3012,22324000,22324000,GRAND VIEW,AVE,25TH,ST, , , , ,423,0,0,0,9,57165,2154,0,0,POINT (-122.44259922446608 37.74916024301857)
2112,20204000,20204000,MENDELL,ST,FAIRFAX,AVE, , , , ,431,0,0,0,4,342645,463,0,0,POINT (-122.38528165549025 37.74024001598167)
7476,24289000,24289000,NATOMA,ST,07TH,ST, , , , ,11427,0,0,1,4,2193277,2746,0,0,POINT (-122.40993824036846 37.778416282592765)
6624,32913000,32913000,OAK PARK,DR,GLENHAVEN,LN, , , , ,1433,0,0,1,8,13865,606,0,0,POINT (-122.45652251121086 37.75546244365466)
2134,51927000,51927000,JARBOE,AVE,HOLLADAY,AVE, , , , ,58,0,0,0,1,3624,858,0,0,POINT (-122.40840790210139 37.738025503520575)
1457,33022000,33022000,MONTEREY,BLVD,FAXON,AVE, , , , ,2141,1,0,0,1,95243,981,0,0,POINT (-122.45924479172928 37.73077490697794)
7246,25040000,25040000,JACKSON,ST,BEDFORD,PL, , , , ,11990,0,0,1,6,2682048,7583,0,0,POINT (-122.40870465431988 37.79576684111215)
7561,28084000,28084000,DIVISION,ST,BRYANT,ST, , , , ,99613,0,0,0,3,364864,922,0,0,POINT (-122.41081379482836 37.769053453567224)
2034,23130000,23130000,MEADOWBROOK,DR,SLOAT,BLVD, , , , ,713,0,0,0,5,350757,737,0,0,POINT (-122.48465378563796 37.734229931667095)
4527,23977000,23977000,ALABAMA,ST,23RD,ST, , , , ,2763,0,0,0,5,495369,2570,0,0,POINT (-122.41112012500567 37.75428677047071)
7977,33583000,33583000,UNNAMED 036,0,CASTENADA,AVE, , , , ,1343,0,0,0,39,56064,2066,0,0,POINT (-122.46285140042328 37.74675666351384)
5995,24200000,24200000,CONVERSE,ST,BRYANT,ST, , , , ,6443,0,0,1,2,1444610,301,0,0,POINT (-122.4075019428138 37.77210439220682)
6175,26570000,26570000,OCTAVIA,ST,PACIFIC,AVE, , , , ,2552,0,0,0,13,155701,4284,0,0,POINT (-122.42815904998571 37.794187401589404)
7820,24866000,24866000,MINT,PLZ,JESSIE,ST,MINT,ST, , ,22700,0,0,1,12,3046168,3640,0,0,POINT (-122.40769634430971 37.782612110833504)
1636,21863000,21863000,SAN JOSE,AVE,MILTON,ST, , , , ,279,0,0,0,9,208400,1497,0,0,POINT (-122.42956694520714 37.73432317869702)
4875,27390000,27390000,25TH,AVE,MORAGA,ST, , , , ,1497,0,0,0,4,251730,1488,0,0,POINT (-122.48303445837452 37.75582438643256)
2781,23292000,23292000,QUINTARA,ST,30TH,AVE, , , , ,317,0,0,0,4,164212,1265,0,0,POINT (-122.48786615700948 37.748125301760275)
7083,26809000,26809000,BRODERICK,ST,SUTTER,ST, , , , ,2457,0,0,0,4,1424737,2189,0,0,POINT (-122.44153717273178 37.78503589916052)
2075,22382000,22382000,BURLWOOD,DR,LULU,ALY, , , , ,423,0,0,0,2,24521,1150,0,0,POINT (-122.45309354834414 37.73510190025149)
5472,26990000,26990000,BAY,ST,SCOTT,ST, , , , ,477,0,0,0,34,635094,2785,0,0,POINT (-122.44155901890267 37.802050259586906)
5273,24861000,24861000,GREENWICH,ST,BATTERY,ST, , , , ,11729,0,0,1,28,1304605,1139,0,0,POINT (-122.40198067272989 37.80323959329621)
5541,26297000,26297000,RIVOLI,ST,STANYAN,ST, , , , ,2264,1,0,0,3,338332,1700,0,0,POINT (-122.45209669050263 37.76216675122225)
7341,25509000,25509000,LEAVENWORTH,ST,UNION,ST, , , , ,1239,0,0,1,7,177000,4658,0,0,POINT (-122.41738545438075 37.79941351293372)
8107,25748000,25748000,NOE,ST,HILL,ST, , , , ,2762,0,0,0,4,216703,2213,0,0,POINT (-122.43225383987208 37.75542258103762)
3665,24034000,24034000,19TH,ST,ALABAMA,ST, , , , ,2931,0,0,1,10,448415,1227,0,0,POINT (-122.41192658649673 37.76036964608196)
6051,25077000,25077000,CUSHMAN,ST,SACRAMENTO,ST, , , , ,6035,0,0,1,5,1048897,7450,0,0,POINT (-122.41190046935064 37.79264824866986)
4226,26434000,26434000,HAIGHT,ST,STANYAN,ST, , , , ,5028,0,1,0,13,4705748,2059,3,1.27999997,POINT (-122.45353687498451 37.769165225100984)
1770,23129000,23129000,MEADOWBROOK,DR,OCEAN,AVE, , , , ,688,0,0,0,6,324979,784,0,0,POINT (-122.48451540509886 37.732315855178456)
3403,24005000,24005000,HAMPSHIRE,ST,19TH,ST, , , , ,3350,0,0,1,5,250159,1217,0,0,POINT (-122.40806412297736 37.76060106555004)
1998,23447000,23447000,SLOAT,BLVD,43RD,AVE, , , , ,1184,0,0,0,3,313158,682,0,0,POINT (-122.50109748360853 37.73520648155742)
2266,22826000,22826000,JUANITA,WAY,MIRALOMA,DR, , , , ,767,0,0,0,10,149860,731,0,0,POINT (-122.46001470478498 37.73928189691757)
6009,26318000,26318000,PAGE,ST,BAKER,ST, , , , ,1768,0,0,0,3,211012,2023,0,0,POINT (-122.44054620990492 37.77177909826668)
3934,27875000,27875000,41ST,AVE,CABRILLO,ST, , , , ,491,0,0,0,18,223906,879,0,0,POINT (-122.50146272232867 37.77365267235466)
4334,21904000,21904000,CHURCH,ST,30TH,ST, , , , ,298,0,0,1,13,1511231,2265,1,1.32000005,POINT (-122.42651820212573 37.74209790908909)
480,20295000,20295000,SAN BRUNO,AVE,CAMPBELL,AVE, , , , ,437,0,0,0,15,245681,861,0,0,POINT (-122.39954775440842 37.71539031813189)
7551,33033000,33033000,HARRISON,ST,14TH,ST, , , , ,1695,0,0,0,30,380201,79,1,5.26000023,POINT (-122.41339624795351 37.768671224325274)
3802,27782000,27782000,JUDAH,ST,38TH,AVE, , , , ,654,0,0,0,8,292432,1321,0,0,POINT (-122.49735323418186 37.76080323395078)
1562,20504000,20504000,WILLIAMS,AVE,VAN DYKE,AVE,03RD,ST, , ,634,0,1,0,6,1083436,976,1,1.85000002,POINT (-122.39262453572503 37.729278453666936)
6995,26658000,26658000,BROADWAY,0,BUCHANAN,ST, , , , ,952,0,0,0,2,150962,2925,0,0,POINT (-122.43163386472382 37.79468426559014)
1108,22151000,22151000,EDNA,ST,MARSTON,AVE, , , , ,226,1,0,0,18,333688,629,0,0,POINT (-122.44655473404816 37.72746441694338)
348,52139000,52139000,HWY 101 S ON,RAMP,HWY 101 S OF,RAMP, , , , ,1017,0,0,0,3,260178,694,0,0,POINT (-122.3996548127046 37.71754265957711)
3670,24030000,24030000,FLORIDA,ST,19TH,ST, , , , ,3442,0,0,1,8,371713,1235,0,0,POINT (-122.41096197127108 37.760427452334426)
7381,51292000,51292000,UNNAMED 016,0,UNNAMED 001,0, , , , ,332,0,0,0,22,119370,36,0,0,POINT (-122.46589349989588 37.79909096218361)
4186,33614000,33614000,DIVISION,ST,09TH,ST, , , , ,1302,0,0,0,3,1736270,1353,1,1.14999998,POINT (-122.40621336349741 37.76946254587795)
1732,20213000,20213000,03RD,ST,MCKINNON,AVE, , , , ,441,0,1,0,3,3324414,1251,0,0,POINT (-122.39014505116994 37.73639019508915)
8011,25535000,25535000,BAY,ST,JONES,ST, , , , ,654,0,0,0,21,1391499,1896,0,0,POINT (-122.41688767318989 37.80521187020764)
6934,33164000,33164000,YOSEMITE,AVE,HAWES,ST, , , , ,1671,0,0,0,4,369168,427,0,0,POINT (-122.38613867343958 37.723582715282134)
3438,26376000,26376000,HAYES,ST,MASONIC,AVE, , , , ,4746,1,0,0,11,2908113,2848,3,2.05999994,POINT (-122.44609172666958 37.773935371932964)
3171,27749000,27749000,38TH,AVE,NORIEGA,ST, , , , ,698,0,0,0,6,266836,814,0,0,POINT (-122.49683494323172 37.75334281873038)
7926,24904000,24904000,OFARRELL,ST,POWELL,ST, , , , ,8071,0,1,1,8,11829154,3940,5,0.85000002,POINT (-122.40803623613368 37.7864096140864)
7358,26973000,26973000,LOMBARD,ST,SCOTT,ST, , , , ,1509,0,0,1,11,5057953,3325,1,0.40000001,POINT (-122.44097756112345 37.79921236703522)
2415,23443000,23443000,42ND,AVE,ULLOA,ST, , , , ,2107,0,0,0,8,276061,1525,0,0,POINT (-122.50020137373428 37.740096197392326)
2879,20807000,20807000,JERROLD,AVE,NAPOLEON,ST, , , , ,83,0,0,1,16,407208,161,0,0,POINT (-122.4020267024408 37.745953856537774)
1240,21779000,21779000,SILVER,AVE,CAMELLIA,AVE, , , , ,792,0,0,0,8,286680,1166,0,0,POINT (-122.43232627862304 37.72926945897974)
6279,25288000,25288000,LEAVENWORTH,ST,GREEN,ST, , , , ,3334,0,0,1,19,261214,5218,0,0,POINT (-122.41721777115163 37.79847215415061)
848,33650000,33650000,SALINAS,AVE,KEITH,ST, , , , ,6469,0,0,0,8,150598,209,0,0,POINT (-122.3970389836464 37.720875162253854)
5532,24016000,24016000,UTAH,ST,MARIPOSA,ST, , , , ,3925,0,0,0,1,134122,813,0,0,POINT (-122.40630557099283 37.763253887109755)
5748,24264000,24264000,SHERMAN,ST,FOLSOM,ST, , , , ,10236,0,0,0,8,1863452,1788,0,0,POINT (-122.40701475147583 37.77739963306804)
4348,23272000,23272000,PACHECO,ST,24TH,AVE, , , , ,413,0,0,0,9,274734,964,0,0,POINT (-122.48157000762814 37.75027381723645)
911,51684000,51684000,JERROLD,AVE,FRIEDELL,ST, , , , ,542,0,0,0,11,146467,145,0,0,POINT (-122.37014006766186 37.72786625651364)
2924,52154000,52154000,HWY 101 SOUT,0,HWY 101 S OF,RAMP, , , , ,4363,0,0,0,18,251992,963,0,0,POINT (-122.40300666921593 37.7524459057422)
5302,23672000,23672000,18TH,ST,TEXAS,ST, , , , ,8176,0,0,0,2,97538,1276,0,0,POINT (-122.39556130880885 37.762637926310695)
3481,24831000,24831000,UNION,ST,ICEHOUSE,ALY, , , , ,18594,0,0,1,16,1224605,1892,0,0,POINT (-122.4022002757266 37.80131154400227)
3702,27595000,27595000,05TH,AVE,LAKE,ST, , , , ,390,0,0,0,7,368395,2496,0,0,POINT (-122.46361794346187 37.786721579690905)
334,52043000,52043000,SAN DIEGO,AVE,DE LONG,ST, , , , ,1141,0,0,0,5,82224,535,0,0,POINT (-122.4662068768504 37.70993121868347)
629,22171000,22171000,MOUNT VERNON,AVE,NAHUA,AVE, , , , ,256,0,0,0,8,9638,1152,0,0,POINT (-122.44810085596627 37.718280475193)
5215,27680000,27680000,NORIEGA,ST,33RD,AVE, , , , ,189,0,0,1,5,864360,1315,0,0,POINT (-122.49147516590538 37.75357932610633)
1034,22629000,22629000,OCEAN,AVE,MIRAMAR,AVE, , , , ,497,1,1,0,11,6782072,1200,3,0.88,POINT (-122.45819139159471 37.72431753547106)
250,21493000,21493000,HANOVER,ST,LOWELL,ST, , , , ,842,0,0,0,11,152661,856,0,0,POINT (-122.44483941248652 37.70858376904074)
6266,24636000,24636000,04TH,ST,STEVENSON,ST, , , , ,20503,0,0,1,9,2623632,906,1,0.75999999,POINT (-122.40523571192135 37.78526509817589)
4060,27612000,27612000,11TH,AVE,LAKE,ST, , , , ,208,0,1,0,3,490117,2044,0,0,POINT (-122.47004374683407 37.78643714718874)
5602,23919000,23919000,HARRISON,ST,06TH,ST, , , , ,3103,0,1,0,2,5178795,985,5,1.92999995,POINT (-122.40407025626087 37.77727270257748)
5750,24311000,24311000,MISSION,ST,08TH,ST, , , , ,13589,0,1,1,3,7395431,2207,5,1.35000002,POINT (-122.41315769137628 37.777457420008425)
2466,21909000,21909000,DAY,ST,SANCHEZ,ST, , , , ,541,0,0,0,17,284989,2172,0,0,POINT (-122.42880559544673 37.742764287343824)
7190,23572000,23572000,03RD,ST,MARIPOSA,ST, , , , ,1333,1,1,0,13,1942018,207,0,0,POINT (-122.38885128376296 37.76432183531065)
3401,23988000,23988000,TREAT,AVE,23RD,ST, , , , ,2546,0,0,0,6,464705,2703,0,0,POINT (-122.41314088836897 37.75416458095289)
1902,21191000,21191000,MOULTRIE,ST,TOMPKINS,AVE, , , , ,1192,0,0,0,7,170544,1957,0,0,POINT (-122.41595499262297 37.73721061138795)
895,52058000,52058000,CORONA,ST,INGLESIDE,PATH, , , , ,301,0,0,0,5,182605,778,0,0,POINT (-122.46672126353458 37.72606126980778)
1843,21011000,21011000,SAN BRUNO,AVE,GAVEN,ST, , , , ,504,0,0,0,18,245181,837,0,0,POINT (-122.40651538405183 37.734017750612345)
3585,30738000,30738000,KEARNY,ST,03RD,ST,MARKET,ST, , ,437,0,0,1,28,9644776,339,8,1.65999997,POINT (-122.40343080054059 37.78764184824353)
7782,51536000,51536000,LUNDEEN,ST,CROOK,ST, , , , ,592,0,0,0,24,350118,23,0,0,POINT (-122.4508207924741 37.80414605782329)
7504,27909000,27909000,ANZA,ST,42ND,AVE, , , , ,452,0,0,0,9,222506,1872,0,0,POINT (-122.50280662297719 37.777336148144975)
4926,22651000,22651000,MANGELS,AVE,COLON,AVE, , , , ,728,0,0,0,10,169747,933,0,0,POINT (-122.45688129104775 37.73243410712086)
1318,21649000,21649000,FELTON,ST,MADISON,ST, , , , ,915,0,0,0,6,145936,1140,0,0,POINT (-122.42234250742844 37.72539508918194)
3867,25396000,25396000,BRANT,ALY,GREENWICH,ST, , , , ,1747,0,0,0,12,827150,4341,0,0,POINT (-122.41060054125255 37.802174733674505)
3834,51295000,51295000,UNNAMED 015,0,UNNAMED 003,0,SHERIDAN,AVE, , ,718,0,0,0,7,132152,29,0,0,POINT (-122.46276491353692 37.80086225314622)
5896,26360000,26360000,BRODERICK,ST,EDDY,ST, , , , ,1731,0,0,0,8,209778,3355,0,0,POINT (-122.44058931811944 37.78037272221967)
2790,22042000,22042000,26TH,ST,DIAMOND,ST, , , , ,414,0,0,0,21,170291,1921,0,0,POINT (-122.43598980537493 37.74796300060468)
6685,24666000,24666000,01ST,ST,STEVENSON,ST, , , , ,11520,0,0,1,4,8223030,91,0,0,POINT (-122.39858951088958 37.79057122545636)
6707,26403000,26403000,FREDERICK,ST,CLAYTON,ST, , , , ,6238,0,0,0,11,261951,3144,0,0,POINT (-122.44801316093788 37.76700668042429)
